,Nome,SMILES,SMILES_Canonic
8077,CAS_NuBBE_jyveo,O=C(OC)C1=CO[C@H]([C@@H]2[C@@]1(O)C[C@H]([C@]2(O)C)OC(=O)/C=C/c1ccc(cc1)O)O[C@@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@](C)(O)[C@H](OC(=O)/C=C/c3ccc(O)cc3)C[C@@]12O
8078,CAS_NuBBE_jyydw,O=C(OC)C1=CO[C@H]([C@@H]2[C@@]1(O)C[C@H]([C@]2(O)C)OC(=O)/C=C\c1ccc(cc1)OC)O[C@@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@](C)(O)[C@H](OC(=O)/C=C\c3ccc(OC)cc3)C[C@@]12O
8079,CAS_NuBBE_jydwx,O=C(OC)C1=CO[C@H]([C@@H]2[C@@]1(O)C[C@H]([C@]2(O)C)O)O[C@@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@](C)(O)[C@H](O)C[C@@]12O
8080,CAS_NuBBE_jyydl,O=C1OC[C@@]2(O[C@]34[C@H]([C@H]2[C@@H](O)[C@@H]([C@]3([C@@H](OC(=O)C)[C@H]([C@@H]([C@]4(O)C)OC(=O)[C@@H]([C@@H](c2c1cccn2)C)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C,CC(=O)OC[C@@]12[C@@H](OC(C)=O)[C@H](O)[C@@H]3[C@H](OC(C)=O)[C@@]14O[C@@]3(C)COC(=O)c1cccnc1[C@@H](C)[C@@H](C)C(=O)O[C@@H]([C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@]4(C)O
8081,CAS_NuBBE_jyydm,O=C1OC[C@]2(O[C@@]34[C@H]([C@@H]2[C@@H](OC(=O)c2cnccc2)[C@@H]([C@]3([C@@H](OC(=O)C)[C@H]([C@@H]([C@]4(O)C)OC(=O)[C@@H]([C@@H](c2c1cccn2)C)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C,CC(=O)OC[C@@]12[C@@H](OC(C)=O)[C@H](OC(=O)c3cccnc3)[C@H]3[C@H](OC(C)=O)[C@]14O[C@]3(C)COC(=O)c1cccnc1[C@@H](C)[C@@H](C)C(=O)O[C@@H]([C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@]4(C)O
8082,NUBBE_333 # Loganetin,O=C(OC)C1=CO[C@@H](O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,COC(=O)C1=CO[C@@H](O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12
8083,CAS_NuBBE_jxmvb,O=C(O)c1ccc(cc1)O,O=C(O)c1ccc(O)cc1
8084,CAS_NuBBE_jxsrj,O=C1C(=C(Oc2c1c(O)cc(c2)O)c1cc(O)c(cc1)O)OC,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O
8085,CAS_NuBBE_jyece,O=C1c2c(OC(=C1)c1cc(O)c(cc1)O)c(c(cc2O)O)[C@@H]1O[C@H]([C@H]([C@@H]([C@@H]1O)O)O)CO,O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)cc(O)c12
8086,CAS_NuBBE_jxped,O=C1c2c(OC(=C1)c1cc(O)c(cc1)O)cc(cc2O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
8087,CAS_NuBBE_jyydk,O=C1c2c(OC(=C1)c1cc(O)c(cc1)O)c(c(cc2O)O)[C@H]1O[C@H]([C@H]([C@@H]([C@@H]1OC(=O)/C=C/c1cc(O)c(cc1)O)O)O)CO,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@@H](O)[C@H](O)[C@H](CO)O[C@@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc12
8088,CAS_NuBBE_jxnoy,O=C1C(=C(Oc2c1c(O)cc(c2)O)c1cc(O)c(cc1)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
8089,CAS_NuBBE_jxuxy,O=C1c2c(OC(=C1)c1ccc(cc1)O)c(c(cc2O)O)[C@@H]1O[C@H]([C@H]([C@@H]([C@@H]1O)O)O)CO,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)cc(O)c12
8090,CAS_NuBBE_jxvhu,O=C1c2c(O)c(c(cc2OC(=C1)c1cc(O)c(cc1)O)O)[C@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)c12
8091,CAS_NuBBE_jygcs,O=C1c2c(O)c(c(cc2OC(=C1)c1ccc(cc1)O)O)[C@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)c12
8092,CAS_NuBBE_jyxlo,O(c1c(OC)ccc(c1)[C@@H](O)[C@@H]([C@H](Cc1cc(OC)c(cc1)O)C)C)C,COc1cc(C[C@H](C)[C@@H](C)[C@H](O)c2ccc(OC)c(OC)c2)ccc1O
8093,"NUBBE_334 # Loganin, loganoside",O=C(C1=CO[C@H]([C@H]2[C@@H]1C[C@@H]([C@@H]2C)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)OC,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12
8094,CAS_NuBBE_jymwy,O1[C@@H](c2cc(OC)c(cc2)O)[C@H]([C@H]([C@@H]1c1cc(OC)c(cc1)O)C)C,COc1cc([C@@H]2O[C@@H](c3ccc(O)c(OC)c3)[C@@H](C)[C@H]2C)ccc1O
8095,CAS_NuBBE_jypoj,O(c1c(OC)ccc(c1)[C@@H](O)[C@@H]([C@H](Cc1cc(OC)c(cc1)OC)C)C)C,COc1ccc(C[C@H](C)[C@@H](C)[C@H](O)c2ccc(OC)c(OC)c2)cc1OC
8096,CAS_NuBBE_jytvz,O1c2c(OC1)ccc(c2)C[C@H]([C@@H]([C@H](O)c1cc(OC)c(cc1)OC)C)C,COc1ccc([C@@H](O)[C@@H](C)[C@H](C)Cc2ccc3c(c2)OCO3)cc1OC
8097,CAS_NuBBE_jyxll,O(c1c(OC)ccc(c1)[C@@H]1c2c(cc(c(c2)O)OC)C[C@H]([C@H]1C)C)C,COc1cc2c(cc1O)[C@@H](c1ccc(OC)c(OC)c1)[C@H](C)[C@H](C)C2
8098,CAS_NuBBE_jyxln,O(c1c(OC)ccc(c1)[C@@H](O)[C@@H]([C@H](Cc1cc(OC)c(cc1)O)C)C)C,COc1cc(C[C@H](C)[C@@H](C)[C@H](O)c2ccc(OC)c(OC)c2)ccc1O
8099,CAS_NuBBE_jxpoj,O(c1c(OC)cc2c(c1)[C@@H](c1cc(OC)c(cc1)OC)[C@@H]([C@H](C2)C)C)C,COc1ccc([C@@H]2c3cc(OC)c(OC)cc3C[C@H](C)[C@H]2C)cc1OC
8100,CAS_NuBBE_jyxlm,O1c2c(OC1)ccc(c2)[C@@H](O)[C@@H]([C@H](Cc1cc(OC)c(cc1)O)C)C,COc1cc(C[C@H](C)[C@@H](C)[C@H](O)c2ccc3c(c2)OCO3)ccc1O
8101,CAS_NuBBE_jylvu,O=C1O[C@@H]2[C@H]3[C@]1([C@@](O[C@@H]3C[C@]1(OC(=CC1=O)[C@@H](C2)C)C)(O)C(C)C)C,CC(C)[C@@]1(O)O[C@@H]2C[C@@]3(C)OC(=CC3=O)[C@H](C)C[C@@H]3OC(=O)[C@@]1(C)[C@H]32
8102,CAS_NuBBE_jxpwx,O[C@@H]1C([C@@H]2[C@](CC1)([C@@H]1[C@@](CC2)([C@@]2([C@@H](CC1)[C@H]1[C@](CC2)(CC[C@@H]1C(=C)C)C)C)C)C)(C)C,C=C(C)[C@H]1CC[C@@]2(C)CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12
8103,CAS_NuBBE_jykxt,O=C1O[C@H]2[C@H](C1=C)[C@@H](OC(=O)/C(=C\C)/C)C[C@]1(OC(=CC1=O)/C(=C\2)/CO)C,C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C\C)[C@@H]12)O3
8104,NUBBE_335 # Secoxyloganin,O=C(OC)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1CC(=O)O,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)O
8105,CAS_NuBBE_jyxuj,O=C1O[C@@H]2[C@@H](C1=C)[C@H](OC(=O)[C@@]1(OC1)C)C[C@@]1(OC(=CC1=O)/C(=C\2)/C)C,C=C1C(=O)O[C@H]2/C=C(/C)C3=CC(=O)[C@](C)(C[C@@H](OC(=O)[C@@]4(C)CO4)[C@H]12)O3
8106,CAS_NuBBE_jxmgo,O[C@H]1CC2=CC[C@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1([C@@H]3CC[C@@H]1[C@H](/C=C/[C@@H](C(C)C)CC)C)C,CC[C@@H](/C=C/[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]21C)C(C)C
8107,CAS_NuBBE_jxqas,O=C1[C@@H]([C@@]2([C@H](CC1)[C@]1([C@@H](CC2)[C@@]2([C@](CC1)([C@@H]1[C@@](CC2)(CCC(C1)(C)C)C)C)C)C)C)C,C[C@H]1C(=O)CC[C@@H]2[C@]3(C)CC[C@]4(C)[C@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@@H]3CC[C@@]21C
8108,CAS_NuBBE_jyxui,O=C1O[C@@H]2[C@H]3[C@]1([C@@](O[C@@H]3C[C@]1(OC(=CC1=O)[C@@H]([C@@H]2O)C)C)(O)C(C)C)C,CC(C)[C@@]1(O)O[C@@H]2C[C@@]3(C)OC(=CC3=O)[C@H](C)[C@H](O)[C@@H]3OC(=O)[C@@]1(C)[C@H]32
8109,CAS_NuBBE_jxped,O=C1c2c(OC(=C1)c1cc(O)c(cc1)O)cc(cc2O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
8110,CAS_NuBBE_jxvvm,O[C@H]1[C@@H]([C@@]2([C@H](CC1)[C@]1([C@@H](CC2)[C@@]2([C@](CC1)([C@@H]1[C@@](CC2)(CCC(C1)(C)C)C)C)C)C)C)C,C[C@H]1[C@H](O)CC[C@@H]2[C@]3(C)CC[C@]4(C)[C@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@@H]3CC[C@@]21C
8111,CAS_NuBBE_jxnoy,O=C1C(=C(Oc2c1c(O)cc(c2)O)c1cc(O)c(cc1)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
8112,CAS_NuBBE_jyioj,O=C1O[C@H]2[C@@H]3[C@]1([C@@](O[C@@H]3C[C@]1(OC(=CC1=O)/C(=C\2)/C)C)(O)C(C)C)C,C/C1=C/[C@H]2OC(=O)[C@@]3(C)[C@@H]2[C@@H](C[C@@]2(C)OC1=CC2=O)O[C@]3(O)C(C)C
8113,CAS_NuBBE_jyjqg,O=CC(=C)[C@@H]1[C@@H]2[C@](CC1)(CC[C@@]1([C@H]2CC[C@H]2[C@]1(CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O)C)C)C)C,C=C(C=O)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
8114,CAS_NuBBE_jyjis,O=C1O[C@H]2[C@H](C1=C)[C@H](OC(=O)C(=C)C)/C=C(\C1=CC(=O)[C@](O1)(C2)C)/C,C=C(C)C(=O)O[C@@H]1/C=C(/C)C2=CC(=O)[C@@](C)(C[C@H]3OC(=O)C(=C)[C@H]13)O2
8115,NUBBE_336 # Kingiside,O=C1O[C@@H](C)[C@H]2[C@@H](O)OC=C(C(=O)OC)[C@H]2C1,COC(=O)C1=CO[C@H](O)[C@@H]2[C@H](C)OC(=O)C[C@H]12
8116,CAS_NuBBE_jxpya,O=C1c2c(O[C@H]([C@@H]1O)c1ccccc1)cc(cc2O)O,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccccc2)[C@@H]1O
8117,CAS_NuBBE_jybss,O[C@@H]1C([C@@H]2[C@](CC1)([C@@H]1[C@@](CC2)([C@@]2([C@@H](CC1)[C@H]1[C@](CC2)(CC[C@@H]1C(=C)CO)C)C)C)C)(C)C,C=C(CO)[C@H]1CC[C@@]2(C)CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12
8118,CAS_NuBBE_jylwt,O=C1O[C@H]2[C@H](C1=C)[C@@H](OC(=O)/C(=C\C)/C)C[C@]1(OC(=CC1=O)/C(=C\2)/C)C,C=C1C(=O)O[C@@H]2/C=C(/C)C3=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C\C)[C@@H]12)O3
8119,CAS_NuBBE_jydxh,O=C(OC)C1=CO[C@H]([C@@H]2[C@@]1(O)CC[C@]2(O)C)O[C@@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)CO,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@]1(O)CC[C@@]2(C)O
8120,CAS_NuBBE_jyjdq,O=C(O[C@@H]1[C@H](O[C@H]2O[C@H]([C@H]([C@@H]([C@@H]2O)O)O)C)[C@H](O)[C@H](O[C@@H]1CO)OCCc1cc(O)c(cc1)O)/C=C/c1cc(O)c(cc1)O,C[C@@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O
8121,CAS_NuBBE_jxped,O=C1c2c(OC(=C1)c1cc(O)c(cc1)O)cc(cc2O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
8122,CAS_NuBBE_jxwzh,O=C(O)[C@@]1([C@H]2[C@]([C@@H]3[C@@]4(CC2)CC(=C)[C@@H](C4)CC3)(CCC1)C)C,C=C1C[C@]23CC[C@@H]4[C@@](C)(CCC[C@]4(C)C(=O)O)[C@H]2CC[C@@H]1C3
8123,CAS_NuBBE_jxpbn,O(c1c(O)cc2c(c1)CCN([C@H]2Cc1cc(O)c(cc1)OC)C)C,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O
8124,CAS_NuBBE_jyejq,O=C1c2c(O[C@H]([C@H]1O[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)C)c1cc(O)c(cc1)O)cc(cc2O)O,C[C@H]1O[C@H](O[C@H]2C(=O)c3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O
8125,CAS_NuBBE_jxoyl,O=C1c2c(O[C@H]([C@@H]1O)c1cc(O)c(cc1)O)cc(cc2O)O,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@@H]1O
8126,NUBBE_337 # Diderroside,O=C(OC)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]([C@@H](OC(=O)C)C)[C@@H]1CC(=O)O,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]([C@H](C)OC(C)=O)[C@@H]1CC(=O)O
8127,CAS_NuBBE_jxwzz,O=CC1=CC[C@@H]2[C@]([C@H]1C=O)(CCCC2(C)C)C,CC1(C)CCC[C@@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12
8128,CAS_NuBBE_jyrag,O=C(O[C@H]1[C@]2([C@H](C(=CC[C@H]2C(CC1)(C)C)C=O)C=O)C)/C=C/c1ccc(cc1)OC,COc1ccc(/C=C/C(=O)O[C@@H]2CCC(C)(C)[C@@H]3CC=C(C=O)[C@H](C=O)[C@]23C)cc1
8129,CAS_NuBBE_jydwe,O1[C@]2(C(=C[C@@H]1/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/[C@H]1O[C@@]3(C(=C1)C(C[C@H](C3)O)(C)C)C)\C)\C)/C)/C)C(C[C@@H](C2)O)(C)C)C,CC(/C=C/C=C(\C)[C@@H]1C=C2C(C)(C)C[C@@H](O)C[C@]2(C)O1)=C\C=C\C=C(C)\C=C\C=C(/C)[C@H]1C=C2C(C)(C)C[C@H](O)C[C@@]2(C)O1
8130,CAS_NuBBE_jyloe,O1[C@]2([C@@]1(C[C@H](CC2(C)C)O)C)/C=C/C(=C/C=C/C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@]12O[C@]1(C[C@H](CC2(C)C)O)C)/C)/C)/C)/C,CC(=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C)/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C
8131,CAS_NuBBE_jyepu,O[C@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)CCC1
8132,CAS_NuBBE_jxnvu,O1[C@]2([C@@]1(C[C@H](CC2(C)C)O)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/[C@]12O[C@]1(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C
8133,CAS_NuBBE_jydqn,O1[C@]2([C@@]1(C[C@H](CC2(C)C)O)C)/C=C/C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@]12O[C@]1(C[C@H](CC2(C)C)O)C)/C)/C)\C)/C,CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C)/C=C/[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C
8134,CAS_NuBBE_jxxjd,C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
8135,CAS_NuBBE_jxtgw,O1[C@]2(C(=C[C@@H]1/C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@@]13O[C@@]1(C[C@H](CC3(C)C)O)C)/C)/C)\C)/C)C(C[C@@H](C2)O)(C)C)C,C/C(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)[C@H]1C=C2C(C)(C)C[C@H](O)C[C@@]2(C)O1
8136,CAS_NuBBE_jxoch,O[C@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C[C@@H](CC1(C)C)O)C)\C)\C)/C)/C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)C[C@@H](O)C1
8137,NUBBE_33 # Peperobtusin A,Oc1c2c(O[C@](C)(CC2)/C=C/C=C(C)C)c(c(C)c1)CC=C(C)C,CC(C)=C/C=C/[C@@]1(C)CCc2c(O)cc(C)c(CC=C(C)C)c2O1
8138,NUBBE_338 # Randinoside,[C@H]12C=C[C@@](O)(COC(=O)C3=CO[C@@H](O[C@H]4[C@H](O)[C@H]([C@@H]([C@H](O4)CO)O)O)[C@H]4[C@@H]3CC[C@@]4(O)C)[C@H]1[C@H](O[C@H]1[C@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O)OC=C2C(=O)OC,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]2(O)COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@]2(C)O
8139,CAS_NuBBE_jxovl,O[C@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)CCC1
8140,CAS_NuBBE_jxphy,C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\CC/C=C(/CCC=C(C)C)\C)/C)/C)\C)(/C=C/C=C(/CCC=C(C)C)\C)\C,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C
8141,CAS_NuBBE_jydvg,C(=C\C=C/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)(/C=C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
8142,CAS_NuBBE_jxzpr,C(=C\C=C/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
8143,CAS_NuBBE_jxnvu,O1[C@]2([C@@]1(C[C@H](CC2(C)C)O)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/[C@]12O[C@]1(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@]12O[C@@]1(C)C[C@@H](O)CC2(C)C
8144,CAS_NuBBE_jxxjd,C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
8145,CAS_NuBBE_jylbx,C(=C\C=C\C=C(\C=C\C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)(/C=C/C=C(\CC/C=C(/CCC=C(C)C)\C)/C)\C,CC(C)=CCC/C(C)=C/CC/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(\C)CC/C=C(\C)CCC=C(C)C
8146,CAS_NuBBE_jxrae,O=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C[C@@H](CC1(C)C)O)C)\C)\C)/C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=O)C(C)(C)C[C@@H](O)C1
8147,CAS_NuBBE_jxphz,C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)\C)(/C=C/C=C(/CCC=C(C)C)\C)\C,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
8148,CAS_NuBBE_jykkv,O1[C@]2([C@@]1(C[C@@H](CC2(C)C)O)C)/C=C/C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C[C@@H](CC1(C)C)O)C)/C)/C)\C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C\[C@]23O[C@@]2(C)C[C@H](O)CC3(C)C)C(C)(C)C[C@@H](O)C1
8149,NUBBE_339 # Galioside,[C@@H]12[C@H]([C@@H](OC=C1C(=O)OC)O[C@@H]1O[C@@H]([C@H]([C@H](O)[C@H]1O)O)CO)[C@](C=C2)(CO)O,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H]1C=C[C@]2(O)CO
8150,CAS_NuBBE_jxovl,O[C@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)CCC1
8151,CAS_NuBBE_jxtud,C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(/C=C\C=C(\CCC=C(C)C)/C)\C)/C)\C)(\C=C/C=C(/CCC=C(C)C)\C)/C,CC(C)=CCC/C(C)=C/C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C/C=C(\C)CCC=C(C)C
8152,CAS_NuBBE_jxsob,N1([C@@H]2Nc3c([C@@]45[C@@]2(CC1)c1c(N[C@@H]4N(CC5)C)cccc1)cccc3)C,CN1CC[C@]23c4ccccc4N[C@H]4N(C)CC[C@]42c2ccccc2N[C@H]13
8153,CAS_NuBBE_jyqbu,N1([C@@H]2Nc3c([C@]2(CC1)c1c2N[C@H]4[C@](c2ccc1)([C@]12c5c(N[C@@H]1N(CC2)C)c(ccc5)[C@]12c5c(N[C@@H]1N(CC2)C)cccc5)CCN4C)cccc3)C,CN1CC[C@@]2(c3cccc4c3N[C@@H]3N(C)CC[C@@]43[C@]34CCN(C)[C@H]3Nc3c([C@]56CCN(C)[C@@H]5Nc5ccccc56)cccc34)c3ccccc3N[C@H]12
